GeneID	length
ACSL1	60181
ACSL3	82388
ACSL4	92058
ACSL5	53174
ACSL6	61841
ACSM1	68020
ACSM2A	36133
ACSM2B	39613
ACSM3	27748
ACSM4	24042
ACSM5	31426
ACSM6	34730
ACSS1	45584
ACSS2	51963
ACSS3	177774
ACTA1	2851
ACTA2	37034
ACTA2-AS1	7291
ACTB	3454
ACTBL2	2794
ACTC1	7631
ACTG1	2896
ACTG1P17	13883
ACTG1P20	2652
ACTG1P4	1983
ACTG2	26688
ACTL10	2028
ACTL6A	25526
ACTL6B	13359
ACTL7A	1528
ACTL7B	1407
ACTL8	71751
ACTL9	1434
ACTN1	105244
ACTN1-AS1	7782
ACTN2	78174
ACTN3	16638
ACTN4	82905
ACTR10	35521
ACTR1A	23527
ACTR1B	8160
ACTR2	43562
ACTR3	71398
ACTR3B	95631
ACTR3BP2	1338
ACTR3BP5	1645
ACTR3C	66114
ACTR5	23993
ACTR6	23878
ACTR8	15136
ACTRT1	1442
ACTRT2	1422
ACTRT3	2973
ACVR1	139042
ACVR1B	44842
ACVR1C	94289
ACVR2A	86152
ACVR2B	38844
ACVR2B-AS1	3794
ACVRL1	13488
ACY1	5919
ACY3	8105
ACYP1	12636
ACYP2	190026
ADA	32214
ADAD1	50511
ADAD2	6050
ADAL	21631
ADAM10	154775
ADAM11	22647
ADAM12	358800
ADAM15	11164
ADAM17	66507
ADAM18	86252
ADAM19	98520
ADAM1A	2840
ADAM2	94554
ADAM20	12655
ADAM20P1	14878
ADAM21	7749
ADAM21P1	2049
ADAM22	260329
ADAM23	177487
ADAM28	55811
ADAM29	59823
ADAM30	2992
ADAM32	177387
ADAM33	14159
ADAM3A	71945
ADAM5	88194
ADAM6	2541
ADAM7	68569
ADAM8	14488
ADAM9	108275
ADAMDEC1	21729
ADAMTS1	9123
ADAMTS10	21227
ADAMTS12	364838
ADAMTS13	39321
ADAMTS14	89637
ADAMTS15	27671
ADAMTS16	179970
ADAMTS17	370541
ADAMTS18	152987
ADAMTS19	278274
ADAMTS19-AS1	1131
ADAMTS2	214563
ADAMTS20	197713
ADAMTS3	287831
ADAMTS4	9308
ADAMTS5	49209
ADAMTS6	333142
ADAMTS7	52229
ADAMTS7P1	41296
ADAMTS8	23722
ADAMTS9	172035
ADAMTS9-AS1	28739
ADAMTS9-AS2	326598
ADAMTSL1	323872
ADAMTSL2	42012
ADAMTSL3	385756
ADAMTSL4	11021
ADAMTSL4-AS1	13658
ADAMTSL5	8172
ADAP1	42902
ADAP2	37458
ADAR	29748
ADARB1	151986
ADARB2	556418
ADARB2-AS1	30355
ADAT1	24975
ADAT2	23860
ADAT3	8076
ADCK1	133872
ADCK2	21956
ADCK3	47309
ADCK4	24468
ADCK5	20750
ADCY1	119562
ADCY10	104840
ADCY10P1	39801
ADCY2	433852
ADCY3	100017
ADCY4	16723
ADCY5	150148
ADCY6	20372
ADCY7	37106
ADCY8	260289
ADCY9	153537
ADCYAP1	7104
ADCYAP1R1	59018
ADD1	86160
ADD2	100854
ADD3	128275
ADD3-AS1	62823
ADGB	216462
ADH1A	14663
ADH1B	15056
ADH1C	16554
ADH4	20617
ADH5	17810
ADH6	15567
ADH7	23062
ADHFE1	36327
ADI1	21661
ADIG	7267
ADIPOQ	15790
ADIPOQ-AS1	4237
ADIPOR1	17513
ADIPOR2	97599
ADIRF	2479
ADK	545467
ADM	2423
ADM2	4798
ADM5	2306
ADNP	36773
ADNP-AS1	14151
ADNP2	31314
ADO	3724
ADORA1	39698
ADORA2A	14063
ADORA2A-AS1	61072
ADORA2B	30980
ADORA3	4693
ADPGK	32419
ADPGK-AS1	15365
ADPRH	10513
ADPRHL1	29394
ADPRHL2	5081
ADPRM	13949
ADRA1A	105380
ADRA1B	56278
ADRA1D	28382
ADRA2A	3873
ADRA2B	3362
ADRA2C	1958
ADRB1	2862
ADRB2	2042
ADRB3	3671
ADRBK1	20125
ADRBK2	164398
ADRM1	5967
ADSL	20072
ADSS	43643
ADSSL1	20267
ADTRP	65393
AEBP1	10205
AEBP2	82264
AEN	10986
AES	9662
AFAP1	181214
AFAP1-AS1	24838
AFAP1L1	69967
AFAP1L2	109955
AFF1	170046
AFF2	463642
AFF3	576826
AFF4	88284
AFG3L1P	25430
AFG3L2	48333
AFM	22257
AFMID	17005
AFP	19567
AFTPH	68700
AGA	11729
AGAP1	544846
AGAP11	39463
AGAP2	15912
AGAP2-AS1	2117
AGAP3	51086
AGAP4	24017
AGAP5	23522
AGAP6	22182
AGAP7P	22184
AGAP9	21784
AGBL1	887042
AGBL1-AS1	20135
AGBL2	55786
AGBL3	149272
AGBL4	1491100
AGBL4-IT1	97885
AGBL5	15304
AGBL5-AS1	582
AGER	3355
AGFG1	89051
AGFG2	29010
AGGF1	34849
AGK	103132
AGL	71735
AGMAT	13412
AGMO	361698
AGO1	41090
AGO2	104383
AGO3	125381
AGO4	49663
AGPAT1	8920
AGPAT2	14317
AGPAT3	92278
AGPAT4	144051
AGPAT4-IT1	1851
AGPAT5	53144
AGPAT6	46814
AGPAT9	69762
AGPS	151094
AGR2	12475
AGR3	22584
AGRN	35997
AGRP	1243
AGT	12065
AGTPBP1	195491
AGTR1	38671
AGTR2	4268
AGTRAP	14687
AGXT	10375
AGXT2	50035
AHCTF1	92325
AHCTF1P1	8836
AHCY	27342
AHCYL1	28072
AHCYL2	131764
AHDC1	69250
AHI1	187841
AHNAK	72139
AHNAK2	41104
AHR	47500
AHRR	134115
AHSA1	11443
AHSA2	10132
AHSG	8258
AHSP	922
AICDA	10681
AIDA	44510
AIF1	1527
AIF1L	26677
AIFM1	30955
AIFM2	20668
AIFM3	15218
AIG1	205001
AIM1	58595
AIM1L	32272
AIM2	14373
AIMP1	33287
AIMP2	14584
AIP	7918
AIPL1	11165
AIRE	12382
AIRN	4374
AJAP1	125748
AJUBA	7183
AK1	11264
AK2	27658
AK3	28981
AK4	84297
AK5	277680
AK6	18072
AK7	97317
AK8	153234
AK9	128936
AKAP1	35786
AKAP10	73405
AKAP11	51115
AKAP12	75795
AKAP13	288965
AKAP14	19058
AKAP17A	10924
AKAP2	98280
AKAP3	33540
AKAP4	9920
AKAP5	9005
AKAP6	503790
AKAP7	71535
AKAP8	26281
AKAP8L	39074
AKAP9	169799
AKIP1	8913
AKIRIN1	14822
AKIRIN2	27408
AKNA	60253
AKNAD1	41776
AKR1A1	19269
AKR1B1	16782
AKR1B10	13823
AKR1B15	30744
AKR1C1	14705
AKR1C2	21540
AKR1C3	25344
AKR1C4	22113
AKR1C6P	44607
AKR1C8P	30496
AKR1D1	41873
AKR1E2	21883
AKR7A2	9439
AKR7A2P1	1324
AKR7A3	6224
AKR7L	8093
AKT1	25680
AKT1S1	8321
AKT2	55079
AKT3	347493
AKTIP	11979
ALAD	15027
ALAS1	16245
ALAS2	22010
ALB	17158
ALCAM	191384
ALDH16A1	17833
ALDH18A1	50882
ALDH1A1	52656
ALDH1A2	99544
ALDH1A3	36934
ALDH1B1	6002
ALDH1L1	77338
ALDH1L1-AS1	4430
ALDH1L1-AS2	30104
ALDH1L2	64780
ALDH2	43099
ALDH3A1	8517
ALDH3A2	28843
ALDH3B1	19327
ALDH3B2	15762
ALDH4A1	27401
ALDH5A1	42239
ALDH6A1	26829
ALDH7A1	53550
ALDH8A1	32733
ALDH9A1	36452
ALDOA	7779
ALDOB	15221
ALDOC	3819
ALG1	15571
ALG10	6021
ALG10B	12972
ALG11	17258
ALG12	15253
ALG13	36233
ALG14	90229
ALG1L	7770
ALG1L2	16560
ALG1L9P	13808
ALG2	5540
ALG3	6782
ALG5	49597
ALG6	70973
ALG8	38712
ALG9	89236
ALK	728838
ALKBH1	35608
ALKBH2	5301
ALKBH3	39469
ALKBH3-AS1	11656
ALKBH4	8655
ALKBH5	26401
ALKBH6	5122
ALKBH7	2818
ALKBH8	63009
ALLC	44475
ALMS1	224161
ALMS1-IT1	2375
ALMS1P	40649
ALOX12	14672
ALOX12-AS1	27212
ALOX12B	15068
ALOX12P2	26674
ALOX15	10747
ALOX15B	10094
ALOX15P1	3664
ALOX5	71944
ALOX5AP	39936
ALOXE3	22830
ALPI	4634
ALPK1	145266
ALPK2	147708
ALPK3	56803
ALPL	69048
ALPP	4356
ALPPL2	3873
ALS2	51312
ALS2CL	20624
ALS2CR11	120037
ALS2CR12	69128
ALX1	21526
ALX3	10326
ALX4	49439
ALYREF	3752
AMACR	21130
AMBN	15030
AMBP	18345
AMBRA1	196982
AMD1	32962
AMDHD1	25300
AMDHD2	9982
AMELX	7349
AMELY	8110
AMER1	20628
AMER2	10547
AMER3	12201
AMFR	64087
AMH	2960
AMHR2	7680
AMICA1	24327
AMIGO1	2891
AMIGO2	3798
AMIGO3	2972
AMMECR1	164661
AMMECR1L	23768
AMN	8187
AMN1	58038
AMOT	57094
AMOTL1	108411
AMOTL2	19518
AMPD1	22520
AMPD2	10132
AMPD3	52944
AMPH	247871
AMT	5901
AMTN	14172
AMY1A	8953
AMY1B	8848
AMY1C	8870
AMY2A	8449
AMY2B	24891
AMZ1	31575
AMZ2	9161
AMZ2P1	9036
ANAPC1	116528
ANAPC10	103681
ANAPC11	8841
ANAPC13	8308
ANAPC15	3005
ANAPC16	19861
ANAPC1P1	33218
ANAPC2	13822
ANAPC4	41273
ANAPC5	45092
ANAPC7	29548
ANG	7712
ANGEL1	25698
ANGEL2	23633
ANGPT1	248545
ANGPT2	63610
ANGPT4	43664
ANGPTL1	21546
ANGPTL2	35417
ANGPTL3	8819
ANGPTL4	10249
ANGPTL5	25849
ANGPTL6	10413
ANGPTL7	6693
ANHX	17525
ANK1	107164
ANK2	411294
ANK3	433046
ANKAR	70666
ANKDD1A	46941
ANKDD1B	60371
ANKEF1	21764
ANKFN1	329172
ANKFY1	100566
ANKH	166979
ANKHD1	87509
ANKHD1-EIF4EBP3	147765
ANKIB1	155151
ANKK1	12628
ANKLE1	6002
ANKLE2	36222
ANKMY1	78600
ANKMY2	46042
ANKRA2	13487
ANKRD1	9176
ANKRD10	29492
ANKRD11	218182
ANKRD12	148963
ANKRD13A	40001
ANKRD13B	21253
ANKRD13C	95733
ANKRD13D	13167
ANKRD16	17265
ANKRD17	172111
ANKRD18A	49000
ANKRD18B	48591
ANKRD18DP	23139
ANKRD19P	28847
ANKRD2	11444
ANKRD20A1	43080
ANKRD20A11P	36670
ANKRD20A12P	16185
ANKRD20A19P	42032
ANKRD20A2	43114
ANKRD20A3	43522
ANKRD20A4	43129
ANKRD20A5P	47954
ANKRD20A8P	96148
ANKRD20A9P	37567
ANKRD22	32074
ANKRD23	6108
ANKRD24	41461
ANKRD26	96383
ANKRD26P1	99761
ANKRD26P3	82174
ANKRD27	78196
ANKRD28	137524
ANKRD29	62872
ANKRD30A	106711
ANKRD30B	104499
ANKRD30BL	62370
ANKRD30BP2	80085
ANKRD30BP3	31380
ANKRD31	168582
ANKRD32	77183
ANKRD33	3713
ANKRD33B	93494
ANKRD34A	5140
ANKRD34B	13731
ANKRD34C	15436
ANKRD34C-AS1	92239
ANKRD35	19318
ANKRD36	151025
ANKRD36B	85168
ANKRD36BP1	1850
ANKRD36BP2	40691
ANKRD37	3551
ANKRD39	10033
ANKRD40	14720
ANKRD42	42796
ANKRD44	267732
ANKRD44-IT1	51662
ANKRD45	61527
ANKRD46	41751
ANKRD49	5592
ANKRD50	48682
ANKRD52	20553
ANKRD53	7055
ANKRD54	13492
ANKRD55	133680
ANKRD6	148097
ANKRD60	12528
ANKRD61	5177
ANKRD62	35901
ANKRD62P1-PARP4P3	21832
ANKRD63	1143
ANKRD65	3025
ANKRD66	12301
ANKRD7	18073
ANKRD9	2931
ANKS1A	202153
ANKS1B	395672
ANKS3	37796
ANKS4B	18735
ANKS6	64504
ANKUB1	31721
ANKZF1	6869
ANLN	63990
ANO1	107691
ANO1-AS2	2915
ANO10	255743
ANO2	383096
ANO3	331159
ANO4	298363
ANO5	90192
ANO6	199204
ANO7	22262
ANO8	11607
ANO9	24082
ANP32A	42387
ANP32A-IT1	3281
ANP32AP1	738
ANP32B	32736
ANP32C	705
ANP32D	396
ANP32E	17492
ANPEP	29947
ANTXR1	176273
ANTXR2	152772
ANTXRL	43211
ANTXRLP1	50584
ANXA1	18664
ANXA10	95206
ANXA11	50286
ANXA13	56614
ANXA2	50836
ANXA2P1	1343
ANXA2P2	1310
ANXA2P3	1350
ANXA2R	1266
ANXA3	58864
ANXA4	84470
ANXA5	28996
ANXA6	49064
ANXA7	38653
ANXA8	16162
ANXA8L1	16191
ANXA9	13616
AOAH	211606
AOAH-IT1	2287
AOC1	8815
AOC2	6116
AOC3	6432
AOC4P	2073
AOX1	85487
AOX2P	98496
AP1AR	38317
AP1B1	60904
AP1B1P1	11493
AP1G1	80072
AP1G2	8170
AP1M1	37492
AP1M2	14645
AP1S1	6872
AP1S2	29209
AP1S3	82273
AP2A1	40190
AP2A2	86437
AP2B1	139155
AP2M1	9246
AP2S1	12652
AP3B1	292430
AP3B2	50628
AP3D1	50570
AP3M1	30812
AP3M2	18238
AP3S1	72160
AP3S2	63787
AP4B1	10299
AP4B1-AS1	66614
AP4E1	97229
AP4M1	5674
AP4S1	65522
AP5B1	6694
AP5M1	21192
AP5S1	4784
AP5Z1	18765
APAF1	90134
APBA1	244827
APBA2	196677
APBA3	10903
APBB1	14738
APBB1IP	129467
APBB2	200338
APBB3	6337
APC	118499
APC2	23096
APCDD1	34074
APCDD1L	55524
APCDD1L-AS1	104514
APCS	1046
APEH	9500
APELA	20540
APEX1	2642
APEX2	7551
APH1A	3811
APH1B	31577
API5	32576
APIP	34116
APITD1	12392
APITD1-CORT	21644
APLF	112604
APLN	9698
APLNR	3876
APLP1	11299
APLP2	74884
APMAP	29846
APOA1	1870
APOA1-AS	19613
APOA1BP	2534
APOA2	1336
APOA4	2594
APOA5	3051
APOB	42645
APOBEC1	18069
APOBEC2	11691
APOBEC3A	5662
APOBEC3A_B	35257
APOBEC3B	10381
APOBEC3B-AS1	6662
APOBEC3C	4561
APOBEC3D	12139
APOBEC3F	9530
APOBEC3G	10739
APOBEC3H	6478
APOBEC4	7038
APOBR	4322
APOC1	4686
APOC1P1	4584
APOC2	3584
APOC3	3164
APOC4	3259
APOC4-APOC2	7328
APOD	15504
APOE	3462
APOF	2229
APOH	17410
APOL1	14461
APOL2	13590
APOL3	22356
APOL4	15704
APOL5	11611
APOL6	20033
APOLD1	35704
APOM	4639
APOO	74593
APOOL	89426
APOOP5	1051
APOPT1	25461
APP	287266
APPBP2	83092
APPL1	45734
APPL2	61992
APRT	2466
APTR	13495
APTX	29020
AQP1	6494
AQP10	4210
AQP11	20722
AQP12A	6639
AQP12B	6483
AQP2	8141
AQP3	6480
AQP4	12138
AQP4-AS1	70639
AQP5	4187
AQP6	4303
AQP7	17570
AQP7P1	19278
AQP7P3	34986
AQP8	11969
AQP9	47703
AQPEP	65149
AQR	113444
AR	174184
ARAF	8840
ARAP1	47300
ARAP2	178360
ARAP3	28833
ARC	3429
ARCN1	30646
AREG	9904
AREL1	51853
ARF1	16308
ARF3	21261
ARF4	26126
ARF5	3354
ARF6	4037
ARFGAP1	13769
ARFGAP2	12828
ARFGAP3	60877
ARFGEF1	146029
ARFGEF2	114956
ARFGEF3	182748
ARFIP1	131975
ARFIP2	6797
ARFRP1	9359
ARG1	11129
ARG2	31858
ARGFX	22692
ARGFXP2	1204
ARGLU1	24853
ARHGAP1	23591
ARHGAP10	340475
ARHGAP11A	23604
ARHGAP11B	12135
ARHGAP12	120154
ARHGAP15	639023
ARHGAP17	95995
ARHGAP18	133131
ARHGAP19	63173
ARHGAP19-SLIT1	139632
ARHGAP20	135742
ARHGAP21	140060
ARHGAP22	156516
ARHGAP23	83909
ARHGAP24	249672
ARHGAP25	72035
ARHGAP26	458281
ARHGAP26-AS1	9306
ARHGAP26-IT1	1667
ARHGAP27	23898
ARHGAP28	81281
ARHGAP29	68845
ARHGAP30	23029
ARHGAP31	125104
ARHGAP31-AS1	8468
ARHGAP32	143136
ARHGAP33	13308
ARHGAP35	86401
ARHGAP36	31643
ARHGAP39	84326
ARHGAP4	18885
ARHGAP40	48719
ARHGAP42	303250
ARHGAP44	202132
ARHGAP5	82440
ARHGAP5-AS1	1281
ARHGAP6	399460
ARHGAP8	110227
ARHGAP9	6891
ARHGDIA	3580
ARHGDIB	19613
ARHGDIG	2398
ARHGEF1	23945
ARHGEF10	134659
ARHGEF10L	137682
ARHGEF11	110531
ARHGEF12	136900
ARHGEF15	11987
ARHGEF16	26531
ARHGEF17	60763
ARHGEF18	55086
ARHGEF19	14506
ARHGEF2	31584
ARHGEF25	6229
ARHGEF26	136587
ARHGEF26-AS1	96810
ARHGEF28	253383
ARHGEF3	165949
ARHGEF3-AS1	20813
ARHGEF33	56087
ARHGEF34P	27008
ARHGEF35	9616
ARHGEF37	53393
ARHGEF38	103678
ARHGEF38-IT1	8645
ARHGEF39	5938
ARHGEF4	130230
ARHGEF40	19988
ARHGEF5	25237
ARHGEF6	115792
ARHGEF7	162137
ARHGEF7-AS1	4261
ARHGEF9	130316
ARHGEF9-IT1	1307
ARID1A	86080
ARID1B	432850
ARID2	178200
ARID3A	46767
ARID3B	56925
ARID3C	6557
ARID4A	75230
ARID4B	161080
ARID5A	15908
ARID5B	121716
ARIH1	112230
ARIH2	66691
ARIH2OS	1598
ARL1	14701
ARL10	8002
ARL11	5574
ARL13A	21124
ARL13B	75540
ARL14	1288
ARL14EP	15125
ARL14EPL	7665
ARL15	425790
ARL16	2731
ARL17A	41776
ARL17B	42394
ARL2	8073
ARL2-SNX15	26460
ARL2BP	8508
ARL3	40707
ARL4A	3878
ARL4C	4010
ARL4D	2152
ARL5A	27530
ARL5B	18628
ARL5C	9268
ARL6	34692
ARL6IP1	9867
ARL6IP4	2854
ARL6IP5	21150
ARL6IP6	43361
ARL8A	11340
ARL8B	58672
ARL9	18684
ARMC1	31762
ARMC10	24883
ARMC12	11882
ARMC2	126057
ARMC2-AS1	15964
ARMC3	104491
ARMC4	181130
ARMC5	8388
ARMC6	24601
ARMC7	12596
ARMC8	93973
ARMC9	154329
ARMCX1	4162
ARMCX2	4609
ARMCX3	4635
ARMCX4	51566
ARMCX5	4825
ARMCX5-GPRASP2	118386
ARMCX6	2884
ARMS2	2690
ARNT	67064
ARNT2	193586
ARNTL	109539
ARNTL2	92960
ARNTL2-AS1	56846
ARPC1A	40390
ARPC1B	20107
ARPC2	37104
ARPC3	15522
ARPC4	14442
ARPC4-TTLL3	43809
ARPC5	9749
ARPC5L	8213
ARPIN	16308
ARPP19	21782
ARPP21	61349
ARR3	13506
ARRB1	91710
ARRB2	11007
ARRDC1	9717
ARRDC1-AS1	3381
ARRDC2	8280
ARRDC3	14609
ARRDC3-AS1	40369
ARRDC4	13136
ARRDC5	12431
ARSA	5420
ARSB	189877
ARSD	25406
ARSE	31108
ARSF	63229
ARSG	145522
ARSH	26773
ARSI	6617
ARSJ	79439
ARSK	49982
ART1	19286
ART3	59280
ART4	14169
ART5	3811
ARTN	3921
ARV1	21657
ARVCF	46908
ARX	12253
AS3MT	32446
ASAH1	28374
ASAH2	61371
ASAH2B	14882
ASAP1	391556
ASAP1-IT1	1179
ASAP1-IT2	2031
ASAP2	198919
ASAP3	55695
ASB1	25266
ASB10	11841
ASB11	33561
ASB12	6440
ASB13	27739
ASB14	17467
ASB15	32436
ASB16	8378
ASB16-AS1	10744
ASB17	13559
ASB18	69474
ASB2	32924
ASB3	116976
ASB4	48616
ASB5	55548
ASB6	7566
ASB7	38405
ASB8	9806
ASB9	26259
ASB9P1	1625
ASCC1	120500
ASCC2	49697
ASCC3	188163
ASCL1	2843
ASCL2	2455
ASCL3	5462
ASCL4	2260
ASCL5	1420
ASF1A	15095
ASF1B	17120
ASGR1	6133
ASGR2	13390
ASH1L	227273
ASH1L-AS1	1964
ASH2L	34438
ASIC1	21999
ASIC2	711810
ASIC3	4465
ASIC4	24603
ASIC5	36545
ASIP	8978
ASL	17510
ASMT	34537
ASMTL	50101
ASMTL-AS1	13974
ASNA1	10832
ASNS	20300
ASNSD1	9433
ASPA	24351
ASPDH	2688
ASPG	27024
ASPH	86181
ASPHD1	5231
ASPHD2	15699
ASPM	62568
ASPN	26356
ASPRV1	2174
ASPSCR1	39857
ASRGL1	56114
ASS1	56568
ASTE1	12982
ASTL	14587
ASTN1	302509
ASTN2	352390
ASTN2-AS1	58011
ASUN	33143
ASXL1	47591
ASXL2	139060
ASXL3	168859
ASZ1	64302
ATAD1	65043
ATAD2	76615
ATAD2B	178451
ATAD3A	22416
ATAD3B	24419
ATAD3C	20470
ATAD5	63273
ATAT1	18535
ATCAY	47463
ATE1	187889
ATE1-AS1	23654
ATF1	57155
ATF2	92727
ATF3	18301
ATF4	2126
ATF5	4587
ATF6	197827
ATF6B	12972
ATF7	102783
ATF7IP	127235
ATF7IP2	86881
ATG10	283373
ATG101	7522
ATG12	13655
ATG13	58743
ATG14	45468
ATG16L1	44104
ATG16L2	15230
ATG2A	22719
ATG2B	82084
ATG3	29457
ATG4A	63003
ATG4B	36245
ATG4C	81165
ATG4D	9530
ATG5	138559
ATG7	285130
ATG9A	10309
ATG9B	12290
ATHL1	6551
ATIC	37818
ATL1	82023
ATL2	82404
ATL3	47771
ATM	146268
ATMIN	10830
ATN1	15932
ATOH1	1065
ATOH7	1519
ATOH8	37598
ATOX1	15828
ATP10A	184490
ATP10B	289093
ATP10D	108094
ATP11A	196840
ATP11A-AS1	5658
ATP11AUN	37454
ATP11B	128131
ATP11C	105943
ATP12A	31375
ATP13A1	18494
ATP13A2	26015
ATP13A3	65566
ATP13A4	156156
ATP13A4-AS1	2272
ATP13A5	103684
ATP13A5-AS1	7278
ATP1A1	27972
ATP1A1-AS1	17242
ATP1A2	27855
ATP1A3	27425
ATP1A4	22492
ATP1B1	26014
ATP1B2	9014
ATP1B3	49913
ATP1B4	21165
ATP2A1	25504
ATP2A1-AS1	965
ATP2A2	69866
ATP2A3	40596
ATP2B1	68019
ATP2B2	181562
ATP2B2-IT2	792
ATP2B3	46808
ATP2B4	117295
ATP2C1	129456
ATP2C2	82977
ATP4A	13466
ATP4B	9392
ATP5A1	15386
ATP5B	7894
ATP5C1	19670
ATP5D	3076
ATP5E	3690
ATP5EP2	368
ATP5F1	12783
ATP5G1	3085
ATP5G2	11368
ATP5G3	5472
ATP5H	8120
ATP5I	1903
ATP5J	11175
ATP5J2	8041
ATP5J2-PTCD1	49463
ATP5L	8459
ATP5L2	799
ATP5O	12402
ATP5S	13099
ATP5SL	8518
ATP6AP1	7886
ATP6AP1L	39185
ATP6AP2	25673
ATP6V0A1	63736
ATP6V0A2	49437
ATP6V0A4	83850
ATP6V0B	3653
ATP6V0C	6426
ATP6V0CP3	619
ATP6V0D1	43173
ATP6V0D2	55316
ATP6V0E1	51138
ATP6V0E2	7745
ATP6V0E2-AS1	6169
ATP6V1A	65040
ATP6V1B1	29564
ATP6V1B1-AS1	6599
ATP6V1B2	24504
ATP6V1C1	52038
ATP6V1C2	63462
ATP6V1D	22140
ATP6V1E1	36686
ATP6V1E2	8111
ATP6V1F	3047
ATP6V1G1	11159
ATP6V1G2	2395
ATP6V1G2-DDX39B	15665
ATP6V1G3	17724
ATP6V1H	127679
ATP7A	139740
ATP7B	78825
ATP8A1	248731
ATP8A2	649212
ATP8B1	156669
ATP8B2	17896
ATP8B3	30189
ATP8B4	259508
ATP8B5P	54994
ATP9A	171637
ATP9B	308886
ATPAF1	32114
ATPAF2	21147
ATPIF1	2015
ATR	129592
ATRAID	4935
ATRIP	18845
ATRN	156626
ATRNL1	337131
ATRX	281400
ATXN1	462379
ATXN10	173510
ATXN1L	11343
ATXN2	147463
ATXN2L	14190
ATXN3	48070
ATXN3L	1751
ATXN7	93228
ATXN7L1	154199
ATXN7L2	8860
ATXN7L3	6357
ATXN7L3B	3682
ATXN8OS	32541
AUH	148110
AUNIP	26500
AUP1	3250
AURKA	22907
AURKAIP1	1544
AURKAPS1	1537
AURKB	5896
AURKC	4523
AUTS2	1026723
AVEN	172876
AVIL	18693
AVL9	93316
AVP	2169
AVPI1	9835
AVPR1A	10052
AVPR1B	7200
AVPR2	2940
AWAT1	6007
AWAT2	9397
