GeneID	length
NR_102326	39746
NR_102326	39743
NR_102326	39739
NM_001042426	8573
NM_001142525	31728
NM_001178116	114492
NM_001178115	31811
NM_001145675	71526
NM_001166266	264912
NM_138282	2394
NR_003941	60
NR_003940	71
NR_003939	81
NM_152429	2914
NM_152424	20628
NM_207393	4604
NR_030162	80
NR_003944	54
NR_003943	61
NR_003942	81
NM_016329	142507
NM_173162	415501
NM_001206627	6239
NM_001206626	6378
NM_001290043	13416
NM_138358	1493
NM_178556	8052
NM_001080139	3318
NM_001080139	3318
NM_001080139	3318
NM_001080139	3318
NM_001080139	3318
NM_001080139	3318
NM_001270497	13930
NM_001039958	2394
NM_001039938	3656
NM_001039937	91575
NM_001099338	9529
NM_017489	38891
NM_017607	26688
NM_001110354	17117
NM_001127362	43220
NM_001145658	55641
NM_001206881	120898
NM_001199173	4241
NM_001199172	81674
NM_000413	3249
NM_001282459	7531
NM_001282781	78600
NM_001257135	6405
NM_001271811	8152
NM_001271808	5089
NM_001271805	65401
NM_001098843	156539
NM_001102467	6483
NR_026791	6206
NR_102318	71619
NR_103468	83681
NR_103467	83681
NM_001164239	19966
NM_001135244	42670
NM_001142569	20916
NM_001171136	14554
NM_001171136	14554
NM_001135703	99794
NM_001139443	13711
NM_001139441	23636
NM_001167830	30948
NM_001164239	19964
NM_001099407	83819
NM_001039876	5671
NM_001040875	16718
NM_001284207	101680
NM_001284222	100922
NM_001284210	17470
NM_001284209	17470
NM_003410	66519
NM_003399	30580
NM_005470	114492
NM_017839	77670
NM_000741	1468
NM_000739	147940
NM_000740	280345
NM_021023	19274
NM_052858	10053
NM_207117	7037
NM_198963	78146
NM_205833	5264
NM_021797	29715
NM_004696	28232
NM_016359	48357
NM_016358	5340
NM_016357	107791
NM_016354	29851
NM_025224	61836
NM_012206	28957
NM_015162	63863
NM_023000	75230
NM_015172	107985
NM_006770	52492
NM_014972	37799
NM_020801	14609
NM_006274	1708
NM_024551	97599
NM_022573	2790
NM_017791	69573
NM_017790	78392
NM_022556	1731
NM_014812	130979
NM_018396	26196
NM_020901	35777
NM_020680	13635
NM_001142527	31728
NM_001142526	31728
NM_001145794	95816
NM_001160708	152117
NM_001160706	109590
NM_001168344	144384
NM_001168357	31378
NM_001164537	414459
NM_001193307	18511
NM_001170587	347389
NR_001317	2585
NM_001252103	54315
NM_032843	36415
NM_177925	3667
NM_001174096	210642
NM_001171661	29150
NM_001258252	232292
NM_001278542	48852
NM_181481	374650
NM_001042599	1162911
NM_001013415	61255
NM_001099403	6826
NM_001042386	42141
NM_001080464	27024
NM_001195305	20637
NM_001128849	101151
NM_001128848	78131
NM_001110220	10434
NM_001077472	8545
NM_001077471	8545
NM_001110360	4839
NM_001166304	23632
NM_001134476	73024
NM_000310	24761
NM_001136130	290278
NM_001135820	85519
NM_207102	22482
NM_206967	43566
NM_206965	18788
NM_153035	46143
NM_173493	113205
NM_206961	10246
NM_001143989	20741
NM_001190452	1555
NM_001146289	20750
NM_001130981	233141
NM_001164266	19670
NM_001199756	60058
NM_001199753	22624
NM_005509	178043
NM_000714	11729
NM_000709	27217
NM_001193476	81015
NR_106971	67
NM_001145416	3530
NM_001163558	15610
NM_001242307	35115
NM_001163813	6866
NM_001160046	54527
NM_001135953	78417
NM_001193475	74624
NM_001177635	65487
NM_001177634	65487
NM_001177599	294155
NM_000344	28071
NM_000339	50644
NM_001163147	98787
NM_001198614	184326
NM_016946	26133
NM_016945	996
NM_001267617	153479
NM_001282747	110500
NR_002930	21399
NM_001206653	43615
NM_001256296	8054
NR_002925	21321
NM_001258313	259162
NR_002176	4899
NM_001304274	77230
NM_078480	13043
NM_001256701	2223
NM_001243879	23567
NM_001270641	5359
NM_001270639	5359
NR_103842	31642
NM_175747	2196
NM_175741	14423
NM_175738	76219
NM_175732	8032
NM_001015881	3260
NM_025236	5586
NM_001243795	31022
NM_001015891	18288
NM_001276700	6819
NM_001276495	13073
NM_001276490	19346
NM_001033714	11463
NM_014478	39749
NM_014477	4438
NM_002395	220829
NM_005292	3716
NM_003325	100996
NM_005334	23812
NM_015030	282937
NM_001291133	490201
NM_006591	50531
NM_005682	45042
NM_004374	16020
NM_004371	54978
NM_001127257	80895
NR_120671	42410
NR_120675	37840
NR_120676	5663
NM_001079880	42812
NM_001083962	366299
NM_001131025	21798
NM_003211	23064
NM_013442	3420
NM_013417	83549
NM_001011655	45749
NM_001039355	15437
NM_001256859	1593
NM_001256859	1593
NM_001243765	195411
NR_103499	75837
NM_001012979	3180
NM_001012980	16683
NM_001012978	2308
NM_001202464	119154
NR_120561	482
NM_001042406	144842
NM_001080143	3318
NM_001105205	7182
NM_001137549	4464
NM_001137549	4467
NM_018951	3746
NM_015425	79828
NM_001146006	3321
NM_001145445	61119
NM_001142448	9774
NM_001130048	184598
NM_032786	4277
NM_001303138	15366
NM_001303137	12954
NM_178540	12954
NM_019852	13243
NM_182569	55503
NM_176794	6139
NM_182565	6094
NM_182562	77221
NM_182560	6154
NM_001289092	17824
NM_002403	6175
NM_002524	12431
NM_005921	81079
NM_003327	2843
NM_005306	2053
NM_005293	10779
NM_006492	10326
NM_006500	8607
NM_001199455	9917
NR_003068	97
NM_001031672	27720
NM_001098808	28216
NM_001098797	154763
NM_001142275	43565
NM_001097604	5144
NM_001185059	66755
NM_178424	26742
NM_001272095	6677
NM_001276273	9236
NM_001276272	9236
NM_001276271	8004
NM_001143775	8090
NM_001143774	70308
NM_001144916	115929
NM_001202410	20074
NM_001202409	20074
NM_001297654	15621
NM_001166373	858958
NM_001190726	113696
NM_001201335	9203
NM_001204384	16278
NM_001204376	81088
NM_001204358	480505
NM_001204113	25371
NM_001204145	173098
NM_016429	11636
NM_016403	10990
NM_007252	486782
NM_001144005	8014
NM_001145124	5696
NM_001142393	199051
NM_001136029	152173
NM_001146322	29067
NM_001146321	70985
NM_005646	87791
NM_017680	26356
NM_012476	32856
NM_012475	6263
NM_016340	211316
NM_032442	13688
NM_019052	15797
NM_019052	15798
NM_001170416	50047
NM_001144767	16025
NM_001130056	17979
NM_207042	7500
NM_001271826	30211
NM_001256864	106335
NR_002223	128675
NR_002222	1204
NR_002221	665
NM_001206652	43615
NR_002216	21729
NR_002211	2856
NR_002208	667
NM_017776	27451
NM_018109	39538
NM_015893	602
NM_014282	41182
NM_012144	62238
NM_017592	9241
NM_017585	8061
NM_018114	5584
NM_152531	202883
NM_139289	9585
NM_080879	19737
NM_183378	70131
NR_027177	31662
NM_130471	60384
NM_033031	67372
NM_138957	98652
NM_001282653	18434
NM_013324	5378
NM_205840	1710
NM_205840	1706
NM_001254755	14081
NM_001099749	74728
NM_001097604	5144
NM_001097604	5144
NM_001105550	26027
NM_153742	28634
NM_153741	630
NM_153718	22705
NM_153645	23339
NM_181353	1232
NM_001206616	30824
NM_006857	11294
NM_006856	114357
NM_016210	9768
NM_015312	192157
NM_013229	90134
NM_018200	64954
NM_013227	71912
NM_016364	5057
NM_016361	23467
NM_000569	8268
NM_000567	2301
NM_014389	32954
NM_014400	4886
NM_014387	5718
NM_014206	3484
NM_012196	96982
NM_014384	12313
NM_014382	108755
NM_001257240	9226
NM_001257239	8739
NM_001257235	9226
NM_001257231	79478
NM_080841	115463
NM_152784	58055
NM_021255	182939
NM_013376	3524
NM_012298	38143
NM_152723	2434
NM_001145268	60274
NM_001007234	41719
NR_033379	4053
NR_033379	4076
NR_033960	3455
NR_033381	29065
NR_024504	11485
NR_047476	4299
NR_038954	2925
NR_031576	83
NR_031592	81
NR_031573	87
NM_001286957	17467
NR_033905	77386
NR_034136	4263
NR_038218	65631
NR_038217	66305
NR_038216	66305
NR_033942	27008
NR_036096	63
NR_036077	75
NR_036056	69
NR_036095	82
NR_036104	77
NR_036094	61
NR_036087	78
NR_036075	66
NR_031685	78
NR_036076	76
NR_036074	76
NR_036073	74
NM_001146020	29034
NM_001130847	36524
NM_001135208	3004
NM_001135197	58605
NM_001135730	48191
NM_001164758	178480
NM_001166264	264912
NM_000412	12277
NM_001193278	98339
NM_018708	3844
NM_020936	18811
NM_181456	2634
NM_032429	10730
NM_032380	46168
NM_032154	48339
NM_032153	20762
NM_138422	8076
NM_147161	62199
NM_181357	9958
NM_001297739	65645
NM_032146	34015
NM_032143	334268
NM_138411	9959
NM_138410	63171
NR_001542	53561
NM_020041	195267
NM_001164213	199880
NM_001184891	9818
NM_001185074	66755
NM_001142397	324160
NM_173611	33584
NM_138468	98836
NM_001286843	7756
NM_016507	73055
NM_001556	61352
NM_001553	79315
NM_003442	67560
NM_003439	26118
NM_001040	3290
NM_000940	36504
NM_002238	455801
NM_002237	19483
NM_001098512	1307200
NM_002669	15437
NM_005428	84699
NM_005225	10919
NM_005224	46767
NM_007215	19283
NM_007214	90523
NM_016308	45043
NM_016283	17857
NM_015686	27274
NM_015685	3763
NM_007114	32507
NM_004625	61537
NM_006606	10700
NM_006605	3045
NM_004621	132365
NM_006593	8954
NR_125924	25473
NM_006589	8279
NM_001136509	7464
NM_001136505	46645
NM_001143829	56540
NM_001165415	13830
NM_001165414	11953
NM_004957	11224
NM_004956	98787
NM_005055	11423
NM_003677	18583
NM_001853	24098
NM_001004701	933
NM_001134382	176076
NM_001252024	100666
NR_027761	1980
NM_001272062	7448
NM_031300	5087
NM_020381	307019
NM_020645	23474
NM_020642	8926
NM_020639	27721
NM_020638	11502
NM_024326	3323
NM_031279	21034
NM_183397	17587
NM_001161586	231529
NM_004935	4154
NM_005013	54785
NM_005109	89954
NM_001195260	45351
NM_001204422	629677
NM_213658	8578
NM_183415	59083
NM_001242475	27925
NM_001242474	28700
NM_002433	15392
NM_001172509	188597
NM_005541	191873
NM_001193520	37421
NM_001178063	44678
NM_001146190	173665
NR_125366	5232
NM_144779	15117
NM_001006120	14411
NM_001007593	4585
NM_001193376	41876
NM_001195216	41485
NM_001270697	123479
NM_001267056	51748
NM_001195280	54610
NM_001162529	134736
NM_001206929	3355
NM_025150	20246
NM_001199302	111964
NM_001199279	16150
NM_001199280	12104
NM_001199263	40989
NM_001199262	40989
NM_001199573	21277
NM_001199563	40351
NM_000063	17960
NM_001199552	13545
NM_001199509	15098
NM_001242476	27925
NM_145203	2405
NM_145205	4317
NM_145204	22681
NM_145208	748
NM_145206	371749
NM_001204136	12929
NM_001128426	38317
NR_120504	58405
NR_003356	82
NR_003355	82
NR_003354	82
NR_003353	82
NR_003352	82
NM_201429	78442
NR_015415	22246
NR_015398	30305
NR_003362	76
NR_003361	93
NM_001177636	65487
NM_001282739	213019
NM_004861	10253
NM_001160210	201928
NM_001142324	38352
NM_001145411	26576
NM_001145399	201891
NM_001142800	1987243
NM_001142648	20325
NM_001130475	7625
NM_001130167	12993
NM_001282636	5504
NM_001130160	65523
NM_003618	188047
NM_004495	180409
NM_012290	170078
NM_012390	6331
NM_001297715	28071
NM_031473	44111
NM_031472	2456
NM_017431	9407
NM_001163692	13356
NM_001163023	120635
NM_001142557	31437
NM_006570	1650
NM_006559	30188
NM_006028	41766
NM_005993	191123
NM_006386	22903
NM_006384	3803
NM_006377	243344
NM_001272002	104264
NM_001272001	233643
NM_006170	11463
NM_004456	76978
NM_001287749	31367
NM_007099	13414
NR_108081	13170
NR_046848	48098
NR_108079	1407
NM_001085365	8532
NM_001098509	43541
NM_001304429	4924
NM_001136015	50836
NM_001146179	23828
NM_001146178	23828
NM_001198939	298527
NM_001204451	53288
NR_106970	67
NR_106971	67
NM_015086	4156
NM_006737	16773
NM_206891	87358
NR_120529	9142
NR_126497	24995
NM_004329	168550
NM_020143	18090
NM_017423	155215
NM_006987	140454
NM_020141	6152
NM_020126	11116
NM_058164	82835
NM_152361	1335
NR_047529	6196
NM_025041	1667
NM_005295	5624
NR_039758	71
NR_039757	51
NR_039745	70
NR_039755	56
NR_039752	87
NR_039744	58
NR_110270	51065
NR_110267	75735
NR_110265	6198
NR_110264	6198
NM_001098798	123719
NM_177458	5491
NM_001303489	344938
NM_145051	1948
NM_144949	63579
NM_145046	17136
NM_145043	17683
NM_139314	10249
NM_139278	10002
NM_145032	261708
NM_001204504	202862
NM_001282680	103218
NM_007375	12871
NM_007374	2588
NM_007373	94125
NR_026975	127994
NR_027145	70157
NR_027143	20883
NM_001145257	30600
NM_001145256	30600
NM_001164692	1903
NM_001127222	300019
NM_001293204	17525
NM_001270709	3083
NM_001270709	3083
NM_001270709	3083
NM_001270707	3083
NM_130439	79761
NM_213603	14703
NM_182506	15025
NM_182505	61949
NM_001302998	102078
NM_153810	74265
NM_153770	22645
NM_153638	34761
NM_153758	44112
NM_153757	1958
NM_080800	157261
NM_153764	29360
NM_080750	1626
NM_003956	1378
NM_005601	1087
NM_001290322	178043
NM_003484	91068
NM_003379	52568
NM_000048	17554
NM_000047	29822
NM_001286717	195491
NM_005104	12846
NM_001193350	165226
NM_003806	21008
NM_003799	37851
NM_003808	3317
NM_001199837	13446
NM_015496	65742
NM_020802	86051
NM_052857	1657
NM_052853	21956
NM_016615	42253
NM_032357	4451
NM_152582	8036
NM_152363	6002
NM_021903	26000
NM_016830	8662
NM_002074	105833
NM_001973	24930
NM_005751	169799
NM_001972	3956
NM_003901	65229
NM_004655	33058
NM_001199835	82435
NM_002545	528163
NM_002453	32629
NM_032424	14326
NM_080686	17103
NM_130835	104668
NM_032421	116469
NM_023067	2917
NM_031948	8130
NM_130831	104668
NM_172002	15454
NM_001097613	62509
NM_001039349	58202
NM_001010879	8131
NM_133264	62866
NM_030907	5478
NM_030905	1041
NM_052960	18824
NM_006775	163954
NM_145894	5801
NM_033362	2312
NM_145870	10711
NM_001113491	219187
NM_001127207	70302
NM_001135031	12987
NM_001204112	47532
NM_001134671	29260
NM_001127196	16153
NR_110141	68801
NR_110169	67031
NR_110132	10644
NM_001134651	46087
NM_001199161	12893
NM_002194	28196
NR_046648	16492
NR_048575	4069
NR_049759	1242
NR_049758	13949
NR_049757	13949
NR_049756	13949
NR_046728	29995
NR_047684	1706
NM_025261	3087
NM_199328	2146
NM_181526	8340
NM_199321	9695
NM_199296	24473
NM_017723	4814
NM_017721	24738
NM_002434	7682
NM_005510	2445
NM_005510	2445
NM_012223	180009
NM_001288968	48688
NR_024605	11918
NR_029897	67
NR_029688	90
NR_026641	62650
NR_026678	9531
NR_026665	56560
NM_001136265	52053
NM_000251	80162
NM_001205119	58743
NM_001006607	42939
NM_001270481	2360
NM_001033756	16278
NM_001024675	2028
NM_001291774	16657
NR_015445	1299
NM_018414	19083
NM_018486	243588
NM_024956	51620
NM_138413	28454
NM_001256094	53964
NM_001135602	100595
NM_001135586	13768
NR_027064	9868
NM_015190	5376
NM_001477	7296
NM_001198820	86267
NM_001199664	30345
NM_001779	56560
NM_001258034	37729
NM_001272061	7446
NR_038272	82579
NR_038398	9874
NM_002472	31626
NM_018652	12701
NM_018969	31291
NM_018968	424831
NM_018973	517
NM_018662	414459
NM_019071	24895
NM_025147	21621
NM_001080975	206590
NM_144627	9681
NM_175617	1440
NM_144591	10752
NM_001040000	138123
NM_001142343	51274
NM_001286496	10039
NM_024927	9116
NM_175849	46972
NM_178471	1193
NM_199072	97762
NM_153449	60528
NM_182314	279935
NM_181985	6057
NM_001205248	61941
NM_181676	466633
NM_001205220	42831
NR_033429	7989
NR_033384	6210
NR_039974	20397
NR_039966	80
NR_039965	82
NR_039918	82
NM_006428	3186
NM_006427	6527
NM_018091	98086
NM_006421	146029
NR_037173	2415
NR_037173	2415
NR_037173	2415
NR_037173	2415
NR_037173	2415
NM_001202450	558119
NM_001162371	1573
NM_001143806	65885
NM_001143805	65885
NM_001143778	55695
NM_021828	778799
NM_012426	53881
NM_012423	4754
NM_004584	6461
NM_012212	36465
NM_001017390	5102
NM_001127218	8891
NM_001144831	5402
NM_001144028	13695
NM_001098518	69473
NM_004982	9867
NM_004973	276068
NM_138716	84914
NM_173502	11169
NR_109765	12460
NM_177983	28485
NM_181358	23993
NM_006979	3612
NM_006979	3612
NM_153028	13171
NM_001080	42239
NM_001142	7349
NR_036084	57
NM_001244710	67486
NM_001244713	47426
NR_026710	13056
NM_001244572	39903
NM_001244570	40356
NM_017492	14190
NM_001244724	48142
NM_001281463	48608
NR_031663	82
NR_039715	84
NR_030346	95
NR_039717	61
NR_039692	100
NR_031671	78
NM_001037281	1831
NM_017944	117903
NM_024313	7142
NM_024310	10057
NM_024299	1392
NM_052828	8987
NM_152359	22624
NM_020898	16406
NM_183233	25526
NM_198530	31406
NM_001220778	8630
NM_001220777	10880
NM_001207010	34280
NM_001242794	156523
NM_021075	16396
NM_014661	125068
NM_014276	10982
NR_037667	95262
NR_073496	111518
NR_102696	51591
NR_102684	718
NR_102760	3355
NR_102425	4262
NR_102423	24049
NR_075076	28338
NM_001293213	5226
NM_001278597	383582
NM_001243474	88503
NM_001290205	64210
NM_001290293	2688
NM_001290270	13731
NM_001076786	87091
NM_025205	11001
NM_198507	51436
NM_014824	305354
NM_006480	14756
NR_102357	105484
NR_104187	6662
NM_001001132	196019
NM_001271100	12766
NM_001178087	7446
NM_001178087	7447
NM_001202522	11471
NM_000970	4450
NM_001068	66468
NM_014734	103552
NM_148893	7785
NM_001135862	128767
NM_001040118	67321
NM_001048265	4736
NM_001242821	10636
NM_001242820	19330
NM_013998	8514
NM_053006	1816
NM_013994	11469
NM_017626	22320
NM_013994	11471
NM_017621	8655
NM_017619	29282
NM_015394	28836
NM_001089584	21113
NM_001100431	18388
NM_020465	49975
NM_018488	27858
NM_001099653	13724
NR_024478	47180
NR_003930	12839
NM_153697	211327
NM_175854	156833
NM_181604	189
NM_181602	219
NM_181600	483
NM_181558	148490
NM_032382	11003
NM_032387	16436
NM_032383	43935
NM_153486	4913
NM_152640	58464
NM_152636	225257
NM_144717	53220
NM_025133	81800
NM_212557	14172
NM_182943	92055
NM_139277	7337
NM_025245	57210
NM_080732	9299
NR_039667	83
NR_039668	68
NR_039670	67
NM_182642	6187
NM_032782	23406
NM_032780	4748
NM_080720	517
NM_080720	517
NM_080720	517
NM_080703	13673
NM_139247	16723
NM_033446	180198
NM_033445	496
NM_147150	392215
NM_033423	3241
NM_033421	9445
NM_033419	16949
NM_147133	74751
NM_001278064	408401
NM_182801	20005
NM_152743	17949
NM_152740	137562
NM_001164539	228565
NM_001161587	25229
NM_001126131	18491
NM_001130033	16642
NM_001130689	2394
NM_001130688	2983
NM_001287493	6262
NR_031755	96
NM_001142764	980192
NM_001146069	4299
NM_001146264	226115
NM_001144857	15856
NM_001163436	272388
NM_001195622	12085
NM_001195610	211538
NM_001195608	46287
NM_003883	15981
NM_013368	1758
NM_003485	21349
NM_003560	70260
NM_003482	36350
NM_001163857	16718
NM_001144884	85680
NM_001166239	18312
NM_001184789	705766
NM_000178	27366
NM_000232	17625
NM_001172562	122258
NM_004339	24319
NM_000593	8763
NM_000593	8763
NM_001185024	16167
NM_001185023	3043
NM_001185015	49256
NM_001198862	50428
NM_001199251	17789
NM_001161441	10606
NM_001172226	19349
NM_014708	99139
NM_016153	2792
NM_001256486	86569
NM_001271087	13914
NM_001271082	29851
NM_000256	21297
NM_001271052	44231
NM_003129	23806
NM_001918	62932
NM_018439	26886
NM_018438	10260
NM_018436	44475
