GeneID	length
10092	456
81873	462
84517	1119
10776	339
10777	2709
407	1167
408	2490
409	2415
92714	1302
27106	2433
57561	1245
91947	1257
645432	1029
410	2796
411	2844
414	2931
415	1770
416	1773
22901	1578
347527	1689
340075	1710
79642	1800
153642	1611
417	984
419	3411
420	945
116969	876
9048	1350
64801	816
421	2889
170302	1689
57412	1128
427	3594
56624	4581
653308	498
50807	3390
8853	5907
55616	5397
51665	1008
136371	4053
140456	1881
142689	930
79754	837
142686	1764
142685	1767
92591	1362
127247	888
401036	1401
51676	1764
51130	2895
51666	2331
140458	990
140459	1860
140460	1782
140461	867
140462	2433
51008	1074
84164	2274
10973	6945
429	711
430	582
56676	546
121549	522
25842	615
55723	609
432	876
433	2679
55870	8895
9070	3492
434	399
435	4047
438	2019
438	2019
8623	5376
8623	5376
439	1047
440	4746
54529	1932
443	942
554235	1389
374569	1740
444	10713
253982	1173
57168	1110
259266	10434
54829	1875
151516	1032
79058	1662
80150	927
445	1239
28990	2040
431705	1296
460	7536
23245	6963
171023	4626
80816	6747
136991	1428
84896	1086
29028	4173
54454	4377
55210	5190
83858	1947
219293	1236
79915	5535
85300	1116
11101	3114
466	816
1386	1518
467	954
468	1056
22809	849
22926	2013
1388	2103
11016	4326
55729	3813
80063	2049
83734	663
9140	423
55054	4926
89849	1860
23130	5817
55102	6237
64422	945
115201	2208
23192	2325
84938	1377
84971	1425
9474	828
10533	6015
79065	2520
80162	2214
471	1779
51062	3339
64225	3492
25923	1626
472	9171
23300	2472
1822	3573
474	1065
220202	459
84913	966
475	207
57194	4500
23120	4386
57205	4281
23250	3405
23200	3534
286410	6759
479	6258
57130	3615
23400	10548
79572	3681
84239	3591
344905	3657
476	9123
477	3063
478	3042
480	3588
481	912
482	873
483	840
23439	2136
487	5991
488	9171
489	15378
490	7194
491	7329
492	7185
493	7131
27032	11097
9914	2841
495	3108
496	876
498	1662
506	1590
509	1791
513	507
514	156
515	771
516	411
517	1071
518	429
10476	900
521	210
522	678
9551	870
10632	312
267020	303
539	642
27109	1443
55101	2835
537	1413
92270	675
10159	1053
535	7527
23545	2571
50617	2523
533	1095
527	468
9114	1056
245972	1053
8992	246
155066	1035
523	1854
525	1542
526	1536
528	1149
245973	2430
51382	744
529	1887
90423	681
9296	360
9550	357
534	591
127124	537
51606	2850
538	4503
540	8175
10396	6945
51761	3567
5205	3756
57198	4836
148229	7695
79895	3579
10079	3144
374868	3444
64756	1770
91647	870
89978	1302
93974	720
545	7935
84126	4671
8455	8109
26033	4140
546	14844
6310	2448
25814	2664
342371	2070
6311	3942
11273	15981
4287	3597
92552	1068
6314	7761
222255	5244
127002	2169
56970	2109
552889	294
549	1020
550	1233
6790	1212
54998	600
9212	1035
6795	2631
26053	8289
57099	1089
10677	2460
23080	1947
551	495
60370	444
552	1257
553	1275
554	2046
158833	987
158835	1002
8312	5070
8313	2532
558	5343
563	897
22994	6378
64343	2610
51582	1347
566	756
567	360
8706	996
148789	1503
8708	981
8707	1269
8705	1137
10317	933
126792	990
145173	1497
27087	1005
135152	972
26229	1008
11041	1248
10678	1194
10331	1119
79369	1137
84002	1137
192134	1158
93010	1206
374907	1194
84752	1209
146712	1086
2583	1602
124872	4665
283358	2997
338707	3120
2683	1197
8704	1119
8703	1182
8702	1035
9334	1167
9331	1149
11285	984
27077	615
80776	528
79870	603
570	1257
23621	5610
25825	4155
571	2211
60468	2526
572	507
573	1731
9532	636
9531	1728
9530	1374
9529	2811
22893	2343
576	4758
577	4569
10458	6393
55971	1536
80115	1590
8938	3564
578	636
25805	783
8815	270
140836	567
55024	6585
54971	8868
8314	2190
580	2334
56751	984
343472	1164
56033	765
8538	840
10409	684
10538	378
116071	825
55509	384
581	2208
11177	9246
9031	4452
11176	5718
29994	6507
27113	2070
8424	1164
582	1782
79738	2172
166379	2133
583	2166
585	1560
129880	1026
55212	4167
27241	10416
56987	5562
4059	3654
63827	4752
55973	1773
10134	1683
9564	20754
8412	2478
8537	1755
10286	678
54828	5529
55653	1248
586	5544
587	2082
56647	2793
144233	879
590	1809
593	1338
594	1179
10295	2337
8915	702
53335	5562
64919	5157
596	1338
597	1020
598	1215
10017	615
10018	1353
83596	2007
23786	1458
79370	1743
440603	492
599	582
602	1365
604	4074
255877	1440
605	1329
9275	609
9274	654
607	4281
283149	4500
9774	7617
53630	1644
83875	3378
54880	15546
63035	5136
613	7500
617	1260
622	1032
56898	738
623	1062
624	1176
627	3291
55814	7875
8678	1353
57596	1782
139105	4338
57673	2487
389206	1605
79656	1266
221336	840
222389	2532
7439	3573
54831	1530
144453	3375
266675	1422
10282	357
51272	645
100128327	546
55859	378
84707	870
56271	363
340542	336
51283	1353
631	3621
8419	1248
632	303
633	1107
168620	570
80823	1644
27319	1146
128408	678
8553	1239
79365	1449
635	1221
23743	1992
80114	2925
636	5436
23299	5043
637	1614
638	483
274	14799
51411	1698
55909	762
329	1857
330	1815
332	1341
57448	14574
79444	1740
112401	711
54841	2358
10904	264
414899	327
640	1518
641	4254
642	1368
29760	2673
2647	378
282991	729
388552	609
644	891
645	621
8548	1203
90427	1437
648	981
649	5154
27302	1275
9210	1179
650	1191
55589	5475
651	1419
652	1227
653	1365
654	1542
655	1296
353500	1209
656	1209
168667	2058
657	1599
658	1509
659	3117
9790	3849
660	2028
646	2985
54796	3300
662	2802
663	1308
664	585
665	660
149428	1902
91653	3345
91272	948
259282	9156
666	639
51027	414
552900	459
388962	630
66037	1740
23246	2241
669	780
670	876
671	1464
80341	1377
254240	1524
128859	1362
10380	927
2186	17475
673	2301
8315	1779
672	18798
675	10257
23774	3177
6046	2406
8019	2181
23476	6258
29117	3915
10902	9165
65980	3429
676	2844
9577	3531
2972	3456
55290	1260
25798	675
140707	756
83990	3750
55299	1062
25855	1614
84312	972
25874	384
51660	330
7862	7308
27154	3618
680	1200
84446	2337
9024	2007
54014	14136
254065	5409
26580	2586
55108	4770
682	2586
8927	11781
7809	963
100131137	399
54836	1209
683	957
684	543
390259	702
9044	5550
53339	2607
84280	1428
121551	5241
118663	1521
388419	1437
643376	2139
55643	1578
22903	2955
90135	1458
55727	4632
284697	1137
114781	5223
685	537
686	1632
689	1110
91408	780
694	516
7832	477
10950	1650
54766	672
695	1980
151888	1596
696	1581
11120	2589
10385	2796
11119	5124
11118	1005
10384	3363
10917	1401
79908	6804
153579	1608
8945	3528
699	3258
701	3153
9184	1968
84811	3318
8896	435
11149	1083
705	1314
9256	10968
28969	1260
11067	639
414152	402
219621	627
83938	597
221060	468
387638	708
399726	411
10974	231
55088	2697
26148	3744
399814	1008
387718	561
282969	870
170371	318
142827	1443
26098	3615
387640	2727
54906	7293
56652	3804
220979	369
54838	2121
219793	1056
27291	2337
119032	321
219738	366
143384	1110
254427	1308
282966	756
64115	936
414236	456
80195	372
84293	690
414157	672
256815	558
79741	1887
118461	6468
196740	1539
79591	2070
79949	3591
143379	465
80007	1338
118611	2100
170393	438
255352	1218
79946	774
374355	777
387695	246
64776	453
746	240
56673	1404
738	2349
25858	603
29125	537
53838	1350
56946	3969
280636	369
256329	1905
143501	654
25758	5550
160298	1002
219833	438
120534	783
79081	792
79096	3816
25906	366
91894	372
341032	711
28970	798
55216	1761
10944	552
79684	1524
79864	3261
160140	942
220004	2496
28971	369
83638	1761
85016	1104
54494	444
51501	594
119710	666
56935	180
79703	2034
220042	2997
790955	282
144097	1146
283129	651
254439	348
399947	594
399949	1101
745	6792
387804	603
120376	465
143678	297
60314	1131
55726	2121
196477	1221
90488	351
29902	822
84190	1812
91298	978
84915	1359
55196	5244
80763	351
57102	1659
283461	1959
54934	1479
374470	1083
64897	789
60673	657
121053	558
55010	1740
79794	618
57103	813
160419	1245
84934	810
196500	849
121273	384
115749	1389
113246	381
120939	492
144608	738
283416	396
84987	174
91574	501
144577	1338
387856	585
440087	678
341346	1032
728858	810
728568	216
338809	1095
400073	408
196415	438
28984	414
121793	456
80183	1989
80209	5604
122046	870
93081	684
144809	420
144811	1293
84935	912
79866	1680
400165	366
400120	324
728591	1830
11161	423
54916	2124
55051	6297
55195	891
26175	906
55668	2883
55017	423
112487	507
51527	420
84520	303
171546	216
122945	1833
112849	1065
84334	621
80017	5412
51637	735
145497	1467
643382	654
283598	378
283579	648
400258	483
400223	501
283551	324
196913	975
650662	447
9556	405
161424	1911
122525	933
145407	2325
317761	1764
91748	3138
80127	1590
161176	2928
145376	1269
122616	978
283643	3522
60686	1617
57184	597
23742	3471
90417	2538
56851	729
161502	906
123591	1596
79768	915
145858	537
196951	1527
348110	681
56905	3144
123207	1416
84529	1398
90381	5733
145645	663
81556	2877
84419	252
388115	1605
400359	540
400360	552
256646	3399
644809	486
90416	1143
390637	1158
388135	882
283677	801
145853	474
643338	528
25764	390
146325	1716
84326	2499
750	354
115939	939
89927	1179
123775	2355
84080	1041
29965	627
79447	765
283897	675
124045	420
79650	798
64755	1407
80178	1302
56942	240
57020	2892
9605	1896
80262	1269
146562	1563
29035	828
254528	2745
404550	231
123970	798
283870	687
29105	582
388284	954
388272	465
400506	1377
146556	2295
646174	549
283951	1071
146378	399
90835	885
79701	1956
400591	504
284071	2859
284067	495
100130311	573
201229	237
283987	2367
84299	348
79018	903
79736	1083
124783	1155
284083	1713
56985	1029
124944	1515
146853	525
339263	666
78995	1944
146705	1578
124989	2922
284018	522
54785	1074
254863	342
79415	1086
55731	1689
124773	711
339201	582
256957	1713
339210	345
80233	2646
92340	1578
201243	1506
388341	1674
146723	732
284099	828
55352	555
55028	5304
23587	1791
388407	756
55421	2886
388325	438
284184	225
339229	444
100170841	1140
400566	1272
388381	465
100141515	798
753	4794
25941	903
125228	819
83608	663
147339	2241
284254	633
497661	231
374864	5094
85019	891
162681	1119
29090	747
494514	372
284274	306
29919	1974
56005	522
83636	885
147685	648
8725	3096
91978	873
126353	2040
91300	807
55009	399
148223	357
255057	1344
126321	4482
58509	2277
64073	321
374872	1422
255809	693
126074	690
91442	648
79086	228
79002	531
84167	1974
374877	1518
163183	1215
126526	1068
84798	354
79036	531
352909	1767
90580	783
28974	300
284325	1056
51398	321
79173	1914
199675	564
91304	3090
55049	1146
284361	1554
55337	876
100170765	393
125988	357
100128569	630
55150	390
284369	594
199800	462
284422	393
10438	426
56913	1092
29071	957
200159	444
257044	5355
92346	552
55765	3729
54955	612
339512	909
284680	786
55732	2562
57821	1527
79762	429
79098	2874
127687	477
54987	483
83932	2223
148345	2472
80133	4308
400746	309
128061	882
79000	1074
400757	1203
26099	861
388649	543
148823	408
440574	237
93190	585
54991	597
128346	468
199920	2187
126695	1197
127254	4593
339448	732
163747	2502
128229	378
55924	1743
284546	600
440712	519
374946	1050
388701	306
541468	720
257177	534
127003	474
84886	2448
90529	864
284677	708
81563	366
149466	342
113444	279
127703	690
400793	1767
149643	297
339541	1323
388759	714
54953	3930
388753	378
79169	792
9473	3087
25912	2028
84066	1989
79078	600
148523	1158
148423	549
388722	438
79630	396
163859	1356
54964	1026
10485	471
57035	873
149563	510
164127	1872
100129271	753
339453	522
148304	810
112770	1221
199990	543
127795	1641
128344	576
51430	3765
127281	597
84970	3024
375057	426
126731	813
712	738
713	762
708	849
714	738
10882	777
165257	864
389941	768
338761	717
114897	1446
114898	993
114899	1701
114900	990
114904	837
114905	1761
390664	759
338872	1002
387911	1002
51279	1464
716	2067
717	4122
24141	843
200232	516
388799	516
116151	579
54994	687
51526	879
140688	1311
92747	1455
140711	648
55184	2259
128506	1701
170487	738
128653	498
128864	462
140893	1995
140894	1719
140706	1302
128497	684
128826	354
140873	609
63939	1152
359710	1431
149954	1845
25943	3534
79025	957
149840	618
284756	381
55257	615
198437	723
400831	369
55969	822
26074	5127
54976	600
55317	603
57136	1251
29058	915
25980	1155
51507	921
55321	771
113278	1410
79133	1992
140683	750
128861	1422
92667	1035
140856	471
128602	414
128710	1227
140680	1092
755	771
8209	1521
84221	1584
54058	969
56683	873
56245	660
59271	1326
56911	729
85395	693
54149	2451
83606	723
150248	447
84645	654
25775	483
128989	831
55267	417
51493	1518
79680	1095
25770	873
91689	324
339669	1431
388886	948
128977	783
150383	372
644186	267
150297	756
51233	690
79640	732
25966	3717
9854	2124
26005	5892
145741	1110
388125	1095
126567	1266
100191040	1062
150590	378
84226	5955
54978	1116
29798	612
408029	630
51374	1371
55571	1533
6936	2346
84417	447
54980	1725
60526	978
80304	4035
79568	876
348738	480
79074	699
130813	489
200523	543
339779	1239
79919	2184
343990	2889
55471	2358
165100	1188
285051	1281
375307	1164
130162	3156
493753	225
130951	1593
401027	354
151050	2964
388969	501
205327	1158
339778	606
388939	3867
257407	888
129852	864
130355	381
129881	1659
388960	2769
389073	582
389084	366
56918	744
653140	621
285093	1719
84281	288
129293	1371
718	4992
719	1449
51300	858
57415	387
89876	2304
25871	1704
51161	918
51244	1404
84077	5064
152002	1182
152065	426
285343	1704
115795	534
84319	1626
23434	450
152405	1611
132001	951
51066	1062
285315	756
339883	873
80111	498
56941	1065
285237	990
84892	1743
255798	645
132228	495
79669	1407
389119	864
152078	1167
165679	231
205428	1959
375341	804
23272	8241
285203	1332
200844	1692
285382	753
646450	873
401089	528
54859	801
375337	5079
152118	303
720	5235
722	1794
725	1515
84273	2097
84103	1080
55286	945
55345	6315
255119	702
152816	393
54969	1041
80167	1245
401152	801
79625	1707
132720	399
132321	600
201895	300
132989	354
285555	1380
152756	474
401137	660
60684	6663
55319	612
345222	837
152940	561
201725	342
441054	930
401115	675
84709	723
646603	609
389203	204
10141	282
260436	258
727	5031
728	1053
9315	546
56951	798
140947	735
55322	1329
79614	366
134553	567
375484	1374
64417	648
90355	621
84418	294
133686	2169
375444	1917
133383	1716
153571	417
389289	582
10826	1002
153222	3174
65250	9594
643155	225
80006	3747
51149	1899
389336	264
133491	531
389320	405
134121	444
285636	885
100190949	480
492311	162
63920	1785
116349	360
441108	381
133874	309
285679	834
85027	183
729	2805
221491	480
10665	1692
79747	5004
84830	1440
64771	1596
10591	972
85411	411
58527	246
168090	1410
387263	576
84300	381
389383	303
340204	366
154467	294
221443	459
647024	3567
221545	2985
442213	2541
135398	735
221749	696
222826	1527
29113	978
221424	951
57150	294
206412	990
154313	1869
84553	1230
221322	3774
387104	2844
728464	1101
253582	387
116843	1371
154386	384
404220	423
51250	1461
387119	6336
79624	1326
154288	654
389384	1959
221416	1047
619208	243
441150	306
80739	3939
401251	537
80737	2676
729515	426
57827	885
50854	228
347744	459
135154	327
352999	993
81688	690
55776	552
55780	2037
116254	993
221481	1104
221477	1065
153918	669
80129	2148
730	2532
79783	3948
136647	540
10842	783
79161	357
79020	2706
79034	1350
221960	1449
113763	711
115416	705
136895	1773
202865	534
135927	444
57002	681
222166	396
55069	945
55262	1743
55744	441
136263	735
340277	2301
221908	762
78996	474
84310	585
222950	2526
375607	1110
286006	396
154791	342
136288	888
79974	5433
389541	300
154743	1218
402573	621
79846	5598
84060	1104
401335	456
154907	348
29923	192
80099	369
84792	780
285941	510
100130988	1317
731	1755
732	1776
733	609
492307	246
286122	399
65265	690
116328	1284
157657	624
137682	1002
56892	321
114926	324
80185	1527
157695	558
56260	480
157777	5718
254778	624
203111	1296
157773	960
51337	627
541565	1098
401466	297
642475	2160
203076	885
84933	1143
389643	2391
286144	261
157869	795
441376	468
389649	672
735	1680
84904	1008
375748	2139
414328	744
54586	1683
51490	1131
138162	690
286207	1563
375757	708
90871	339
84302	1212
392307	1209
445577	591
138724	9357
138255	690
401563	573
89958	1185
286257	615
259308	4008
286343	687
401546	720
389766	306
51531	1326
79095	252
158055	612
54863	1272
375791	435
401535	366
389799	963
389813	2931
441476	927
195827	681
138716	492
84688	1509
203259	1065
84909	6324
91283	828
85026	531
23732	1035
55071	585
138199	1230
257169	1386
55848	444
286223	1161
23731	2640
375759	1296
138240	486
54942	546
84267	1026
157983	888
55064	1005
11094	912
169693	513
203228	2115
51759	870
286234	4338
58493	315
79886	1737
158401	8553
138241	474
55684	5328
84270	552
11092	507
203197	1029
203238	3981
54981	1128
169436	2043
759	786
56934	987
770	987
771	2097
377677	789
23632	1014
760	783
761	783
762	939
763	918
11238	954
765	927
766	1422
767	873
768	1380
51719	1026
81617	1014
23523	6663
91768	3009
81928	1437
9478	2301
51475	663
57010	828
56344	522
164633	648
26256	5562
57685	3672
773	14307
775	122832
776	19446
777	6813
778	5934
8913	93882
8912	14106
8911	13239
779	5622
781	3276
9254	6885
55799	3276
93589	3414
782	4806
783	13098
784	1455
785	5910
786	669
10369	972
10368	948
27092	984
27091	828
59285	1998
59284	828
59283	1278
27101	1245
790	6678
23705	2574
253559	3837
57863	2496
199731	1167
8618	11832
93664	7659
285782	6921
793	786
794	816
796	813
797	384
57658	3897
10241	1341
799	2952
10203	1386
800	8967
255022	1041
51063	972
119395	1035
801	450
805	450
808	450
810	450
91860	1041
51806	441
163688	546
83698	1446
811	1254
125972	1155
813	1896
50632	654
8536	1113
57118	2232
57172	1431
815	2907
816	12522
817	7323
818	4743
55450	237
94032	240
814	1422
84254	3081
10645	9603
79012	1506
819	891
820	513
157922	4809
23271	4437
23261	5022
23125	14535
55832	3693
23066	7071
124583	1206
821	1779
10487	1428
10486	1434
822	1047
823	2145
11132	3573
11131	2220
147968	2160
92291	2010
440854	2055
824	3972
825	8505
726	1923
827	1926
23473	2442
10753	4068
826	807
84290	747
4076	4215
65981	9000
828	1059
84698	1674
133690	627
829	861
830	861
93661	900
832	819
29775	3099
84433	3465
79092	4320
114769	888
440068	333
59082	273
84674	3114
22900	4470
64170	3090
23589	444
55739	1173
10498	1827
57571	5337
833	6924
79587	1695
9607	351
55259	6393
22794	2112
113201	2454
57082	13980
64921	2394
8573	8157
57524	4296
57513	6972
834	4362
843	4575
23581	729
835	1686
836	834
837	2100
838	4659
839	1497
840	2685
841	6651
842	2052
844	1191
845	1200
846	6504
57091	3411
831	6402
54897	8781
847	1584
117144	2343
117155	3180
347732	1197
378807	1419
79820	3351
57828	3480
857	981
858	828
859	456
9139	3603
863	3666
865	1113
867	2721
868	2949
23624	2712
79872	1476
869	582
147381	675
643866	618
140689	606
873	834
874	834
84869	714
875	1656
55871	3399
150472	1188
445571	1188
220869	1044
644019	1188
10951	558
84733	2235
11335	552
8535	1683
23468	576
23466	1239
23492	756
57332	1170
25776	381
54862	2856
200014	2577
57545	5568
387707	2175
55749	3453
147372	1221
883	2388
56267	2628
1238	1155
112869	882
92922	1653
79839	1542
388389	729
112942	1029
126402	1500
29903	843
203260	852
255101	6273
55013	1011
220136	1545
256309	4893
201973	1683
153733	2931
29070	2106
93233	2013
84317	543
164592	1842
150275	840
151903	540
90060	5736
79635	2160
160857	822
115098	672
202243	1536
90693	423
133957	783
223075	3135
152206	2148
81576	1191
55610	3879
79879	690
84229	2625
64753	3465
339230	870
165055	1998
64770	2739
151278	492
84865	2232
9720	4284
339184	666
57639	2868
159686	2619
130940	2676
91050	3180
80071	2856
284992	3306
115948	1788
100129792	765
283152	633
147872	1689
550631	2259
339965	3342
126075	894
347475	978
149483	3711
25790	1656
28952	1884
374969	201
149473	924
55246	627
148870	1971
25901	825
79140	603
83643	813
728621	2352
80125	3372
91057	1812
